regime,setting,length,prompts,responses,detected,metric,mean,ci95_low,ci95_high,source
0p6b_full,null,1024,50,100,,self_bleu,0.014145384760076455,0.012422434913082146,0.016008923871634044,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,null,400,50,100,,distinct_3,0.9797738693467337,0.9735427135678392,0.9844478643216082,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,null,400,50,100,,repeated_4gram_fraction,0.009395465994962219,0.006447732997481108,0.013174433249370277,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,null,400,50,100,,self_bleu,0.015094806150203761,0.013045176948351623,0.017489858967856285,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,1024,50,100,99,distinct_3,0.9587279843444226,0.9435582191780822,0.9717614970645794,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,1024,50,100,99,repeated_4gram_fraction,0.026258570029382963,0.015680215475024486,0.03885553379040157,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,1024,50,100,99,self_bleu,0.013529502871121243,0.012098581989891223,0.0150344596041881,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,1024,50,100,99,tpr,0.99,0.97,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,400,50,100,79,distinct_3,0.9735427135678392,0.9650992462311558,0.9808040201005025,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,400,50,100,79,repeated_4gram_fraction,0.014332493702770783,0.009697732997481107,0.019698362720403022,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,400,50,100,79,self_bleu,0.013358950807616234,0.011861087746188484,0.014975499420053055,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,prc,400,50,100,79,tpr,0.79,0.7,0.88,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,1024,50,100,100,distinct_3,0.9703424657534246,0.9598123776908024,0.9786898238747553,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,1024,50,100,100,repeated_4gram_fraction,0.017061704211557307,0.009461312438785518,0.0266035749265426,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,1024,50,100,100,self_bleu,0.013015736534995428,0.011497906242835015,0.014757282560113659,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,400,50,100,100,distinct_3,0.9798241206030152,0.9737430904522615,0.984924623115578,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,400,50,100,100,repeated_4gram_fraction,0.010125944584382868,0.005944584382871536,0.01566750629722921,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,400,50,100,100,self_bleu,0.014562307955425966,0.012461278940062782,0.01691861534151716,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth2,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,1024,50,100,100,distinct_3,0.9650489236790607,0.9529339530332682,0.9750097847358122,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,1024,50,100,100,repeated_4gram_fraction,0.020568070519098928,0.013006366307541635,0.029619980411361397,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,1024,50,100,100,self_bleu,0.014418618576328588,0.012403047342045843,0.016639978541297815,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,400,50,100,100,distinct_3,0.9686180904522612,0.9581639447236181,0.9781658291457288,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,400,50,100,100,repeated_4gram_fraction,0.01919395465994962,0.011938287153652393,0.02740554156171284,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,400,50,100,100,self_bleu,0.01664602089987618,0.013881700389287818,0.01994123132079187,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,synthid_depth10,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,1024,50,100,100,distinct_3,0.9550978473581213,0.9446746575342467,0.963424902152642,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,1024,50,100,100,repeated_4gram_fraction,0.023134182174338883,0.01662071498530853,0.031049216454456404,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,1024,50,100,100,self_bleu,0.0380199294539103,0.03395313861390647,0.042213781502463445,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,400,50,100,100,distinct_3,0.9672613065326634,0.9574849246231156,0.9756080402010052,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,400,50,100,100,repeated_4gram_fraction,0.017858942065491185,0.010856423173803526,0.026297858942065485,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,400,50,100,100,self_bleu,0.04688554663543885,0.03962691292417845,0.0544638347139126,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,textseal_on,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,1024,50,100,100,distinct_3,0.9477005870841486,0.9383361056751468,0.9558708414872799,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,1024,50,100,100,repeated_4gram_fraction,0.028207639569049956,0.021653525954946136,0.036416993143976485,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,1024,50,100,100,self_bleu,0.21868984457362106,0.19130272544665813,0.24808957067007442,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,400,50,100,100,distinct_3,0.9717587939698492,0.9661300251256281,0.9766601758793971,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,400,50,100,100,repeated_4gram_fraction,0.012418136020151136,0.00952078085642318,0.015591939546599497,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,400,50,100,100,self_bleu,0.43260785370804294,0.3702316824418099,0.49801237099406404,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,gumbel_on,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
